Athlete_ID,Age,Gender,Sport_Type,Exercise_Type,Duration_Minutes,Intensity_Level,Heart_Rate,Calories_Consumed,Protein_g,Carbs_g,Fats_g,Sleep_Hours,Hydration_Level,Fatigue_Score,Injury_History,Recovery_Time_Days,Speed_Score,Endurance_Score,Strength_Score
6620,36,Female,Football,Endurance,86,High,141,3241,193,113,88,7.7,Moderate,6,Moderate,86,10.37,9.45,2.17
40,39,Male,Basketball,Strength,116,High,147,1849,66,159,51,8.3,Low,9,Minor,49,10.76,9.25,8.62
8175,35,Female,Football,Endurance,65,Medium,156,3430,82,335,53,7.4,High,9,,0,6.17,9.41,2.59
8498,25,Male,Basketball,Cardio,93,High,105,2754,159,227,47,6.7,Low,9,,0,8.72,5.21,6.16
4032,33,Female,Basketball,Strength,78,High,165,3456,173,359,56,8.8,Moderate,8,Minor,15,14.68,8.87,4.96
2346,26,Female,Football,Strength,33,Low,131,3386,76,331,21,5.7,Moderate,7,,0,18.95,1.12,3.26
4149,30,Male,Basketball,Cardio,72,Low,135,2335,95,371,81,9.9,Low,5,,0,13.96,9.15,1.89
2129,18,Male,Running,Cardio,37,Medium,100,2273,108,243,26,9.7,Low,5,Moderate,50,19.39,1.89,6.46
9574,19,Female,Basketball,Strength,37,Medium,102,1905,96,344,20,8.4,High,9,Moderate,12,13.42,9.55,6.43
7905,33,Female,Hockey,Endurance,47,Low,173,2205,65,492,63,4.8,Low,3,Moderate,84,9.97,1.47,6.54
8711,22,Female,Football,Strength,116,High,89,2812,103,292,21,4.4,Moderate,4,,0,11.45,6.72,10.0
8560,27,Male,Tennis,Endurance,59,Low,133,2756,61,211,66,4.4,Low,8,,0,19.13,6.53,5.09
2009,27,Male,Running,Endurance,118,Low,77,3563,81,437,33,5.8,High,6,Severe,42,5.78,3.57,2.5
7781,34,Male,Hockey,Cardio,32,Medium,60,3156,53,309,33,7.5,Low,2,Moderate,36,15.45,7.31,2.34
4096,38,Male,Running,Strength,111,Medium,101,3782,133,362,86,6.8,Moderate,9,,0,5.6,2.38,9.36
1254,29,Male,Football,Strength,32,Low,168,2862,195,170,63,4.4,High,1,Minor,44,6.97,7.57,1.27
761,28,Female,Football,Cardio,50,High,178,3850,121,166,23,8.9,Low,6,,0,9.2,3.26,2.71
7172,18,Female,Football,Cardio,69,Medium,177,2456,59,367,48,7.2,High,8,,0,7.89,6.6,1.91
7298,18,Female,Basketball,Endurance,60,Low,144,3876,51,483,27,6.8,Low,3,Minor,72,19.33,2.5,8.58
4602,20,Male,Basketball,Strength,64,Low,63,2049,158,453,48,6.7,Moderate,8,,0,8.41,1.13,8.17
1933,24,Male,Football,Endurance,70,High,95,1675,97,126,96,7.0,High,2,,0,16.8,4.41,9.15
8433,31,Female,Hockey,Cardio,84,Medium,177,2433,52,278,70,7.9,High,5,Moderate,77,12.03,6.52,9.64
4342,24,Female,Football,Endurance,118,Medium,155,2572,64,309,26,6.8,Low,1,Moderate,48,10.38,4.63,2.8
2707,30,Male,Wrestling,Strength,91,High,100,2671,56,402,42,8.5,Low,8,,0,18.83,1.38,3.11
7519,26,Male,Wrestling,Cardio,79,Medium,81,2519,82,213,58,7.3,Moderate,6,Minor,53,13.48,6.07,1.8
402,28,Male,Tennis,Endurance,55,High,101,2922,133,492,25,9.3,Moderate,1,Moderate,66,13.15,4.43,3.9
3986,24,Male,Football,Strength,50,Medium,72,2372,165,481,92,7.8,Moderate,4,,0,7.36,9.94,3.9
8997,37,Female,Basketball,Endurance,50,High,125,2541,131,394,56,6.9,High,9,Severe,20,6.32,2.14,1.13
2971,35,Male,Volleyball,Cardio,104,Medium,93,3012,178,366,47,6.2,Low,3,,0,19.84,5.06,1.21
4352,26,Female,Running,Strength,106,Low,68,3945,123,334,64,7.3,Moderate,2,Minor,20,16.26,4.52,1.13
7679,24,Female,Football,Endurance,70,High,64,3530,132,248,41,8.8,Moderate,1,,0,6.71,6.26,7.32
580,20,Female,Basketball,Cardio,74,High,111,2870,82,308,90,4.7,High,3,,0,12.73,1.33,6.23
1703,39,Male,Football,Cardio,71,High,90,3195,183,280,39,7.4,High,2,,0,12.15,8.43,2.56
4234,39,Female,Basketball,Cardio,105,Low,127,2286,165,387,68,8.7,Low,3,Moderate,51,14.95,8.68,2.24
8272,22,Female,Football,Cardio,61,High,147,3493,155,257,34,5.3,Low,2,,0,10.89,7.06,5.06
4014,39,Female,Football,Endurance,99,Medium,90,1963,184,105,60,7.5,High,6,Minor,32,17.44,5.64,9.16
1642,24,Male,Football,Strength,88,High,158,3183,155,127,98,4.0,High,7,,0,7.82,6.97,2.0
4637,22,Male,Football,Cardio,84,Medium,169,1605,110,307,41,4.6,Low,4,Minor,67,14.81,5.18,1.45
5243,18,Male,Running,Cardio,79,Low,133,1989,187,138,36,6.3,Low,3,,0,15.8,3.39,4.81
3005,26,Female,Basketball,Endurance,67,Low,95,3214,155,435,46,7.5,Moderate,6,,0,10.78,3.52,5.15
6951,21,Female,Football,Endurance,87,Medium,175,3400,105,379,66,5.6,Low,9,Minor,40,9.76,1.35,8.14
6450,36,Female,Cricket,Cardio,115,High,77,3455,74,344,58,5.3,Moderate,4,,0,11.32,3.26,9.37
2890,26,Male,Volleyball,Strength,57,Medium,117,1785,69,109,88,4.3,Moderate,7,,0,7.57,8.86,7.37
916,39,Male,Football,Strength,95,Medium,94,1863,58,362,52,9.8,Low,9,Severe,71,13.96,8.33,4.32
2743,35,Female,Wrestling,Strength,64,Medium,124,3987,174,185,89,7.9,Low,9,Minor,60,18.75,9.67,9.41
115,22,Male,Cricket,Cardio,34,Low,110,2385,94,422,49,4.7,Moderate,8,Minor,21,7.26,5.83,9.31
2174,28,Female,Hockey,Cardio,47,High,134,1898,117,367,29,6.7,Moderate,5,,0,9.73,2.38,6.04
1005,39,Female,Basketball,Cardio,100,High,140,3977,109,285,53,9.1,High,3,,0,7.85,9.36,8.98
8031,23,Male,Wrestling,Cardio,53,High,76,3084,104,179,64,9.4,Low,5,Moderate,11,15.42,1.41,7.72
4913,33,Female,Football,Cardio,84,High,90,1923,115,145,24,5.2,Moderate,8,,0,10.98,2.22,7.87
7266,32,Male,Basketball,Cardio,87,Medium,172,3659,95,130,38,6.8,Low,5,,0,7.36,6.3,7.56
6712,34,Female,Running,Cardio,97,Low,154,3621,162,234,82,8.9,High,4,Minor,80,17.13,3.17,2.97
2724,35,Female,Football,Strength,69,High,76,1845,51,336,93,8.3,High,8,,0,8.1,4.39,9.1
7036,24,Female,Basketball,Endurance,57,Medium,119,3780,184,471,92,5.6,Moderate,1,Moderate,41,12.83,5.66,8.77
9433,33,Female,Running,Cardio,91,High,62,2762,141,447,32,4.7,High,1,Moderate,40,17.42,8.29,5.01
851,27,Male,Running,Strength,43,Medium,109,2262,134,356,64,5.5,High,7,,0,15.73,4.96,8.09
4667,35,Male,Cricket,Strength,33,High,168,2210,77,134,28,6.4,Low,6,,0,12.04,4.17,9.44
7146,34,Female,Running,Strength,105,Low,64,1957,114,446,77,8.3,High,6,Moderate,26,19.06,2.33,8.39
4582,35,Male,Football,Strength,46,Medium,170,3155,130,222,35,9.9,High,8,,0,16.38,3.03,8.26
3638,37,Male,Football,Endurance,58,Medium,127,2062,174,359,56,7.2,Moderate,7,Severe,83,15.97,9.18,6.08
6158,35,Female,Hockey,Endurance,63,Medium,102,2139,161,173,60,7.0,Low,2,Moderate,16,12.47,1.25,3.59
3726,29,Male,Wrestling,Strength,59,Medium,83,3208,181,118,27,6.7,Low,9,,0,12.41,5.16,3.8
6333,20,Male,Boxing,Cardio,67,Low,164,1816,199,408,63,9.6,Moderate,4,,0,13.79,2.29,6.86
7745,36,Male,Football,Cardio,32,Medium,89,2665,94,149,87,9.2,High,6,,0,10.94,4.06,9.06
7916,31,Female,Wrestling,Cardio,114,High,179,3253,158,251,30,6.6,Moderate,2,,0,14.61,9.33,5.04
4701,28,Male,Running,Endurance,46,Medium,117,1999,122,100,89,5.1,Low,8,Minor,48,14.34,1.67,8.83
2266,23,Male,Wrestling,Endurance,104,High,169,2053,69,441,66,7.9,Moderate,9,Severe,18,9.91,2.21,6.89
4765,32,Female,Running,Strength,72,High,162,2372,114,427,25,4.7,Low,4,,0,5.95,7.71,8.91
3075,21,Female,Basketball,Endurance,37,Medium,111,1552,172,130,37,5.2,Low,5,,0,17.93,4.18,9.11
5166,34,Female,Running,Strength,77,Medium,153,1798,146,369,77,9.2,High,4,Minor,86,5.85,2.55,3.19
1986,18,Male,Volleyball,Strength,86,Medium,175,2076,76,134,90,6.1,Low,7,,0,18.71,7.26,8.08
4402,39,Male,Baseball,Endurance,55,Medium,174,2419,196,309,62,6.2,Moderate,3,,0,7.64,1.81,4.51
858,34,Female,Hockey,Endurance,43,Medium,95,2662,169,283,34,6.0,Moderate,8,,0,15.93,4.83,4.37
6952,27,Male,Running,Cardio,57,Medium,112,1885,166,368,98,4.8,High,8,Minor,51,12.16,7.03,2.36
5233,28,Female,Volleyball,Endurance,118,Low,62,3683,185,189,40,4.6,Moderate,2,,0,11.14,7.77,1.57
8488,18,Male,Running,Cardio,64,Medium,89,3176,109,387,95,9.6,Moderate,6,Minor,27,6.32,4.07,5.36
8851,36,Male,Volleyball,Cardio,110,Medium,150,3405,188,389,67,5.5,Moderate,9,,0,10.47,5.02,7.77
4046,30,Male,Running,Cardio,67,High,61,1904,78,232,93,8.9,Moderate,4,Minor,79,7.99,1.9,4.45
691,22,Male,Running,Endurance,52,High,108,2470,176,353,78,4.4,High,1,Severe,32,17.78,9.36,2.91
2153,27,Female,Basketball,Endurance,97,High,86,3784,110,487,43,8.7,Low,9,,0,14.84,1.38,6.94
7501,21,Male,Basketball,Cardio,92,Medium,154,1778,55,392,80,8.3,Moderate,4,Moderate,71,14.36,7.76,9.46
222,21,Male,Basketball,Strength,106,Low,74,3303,137,383,79,4.6,Low,2,Moderate,12,6.85,5.09,9.47
3933,28,Male,Football,Strength,40,Low,122,2314,171,175,59,6.5,Low,7,Moderate,79,10.2,2.3,9.72
1320,26,Female,Volleyball,Strength,99,Low,130,2618,187,207,47,9.0,Low,2,,0,19.21,3.56,1.67
9922,19,Male,Boxing,Cardio,55,Low,108,2936,88,313,75,7.3,High,7,Minor,10,11.18,8.54,8.96
2517,27,Male,Running,Endurance,118,High,166,1745,51,151,91,9.8,Moderate,4,,0,13.05,5.11,7.45
3165,38,Male,Football,Strength,113,High,93,1902,185,236,44,5.5,Low,7,Moderate,42,8.21,3.52,5.79
7110,34,Male,Running,Strength,31,Medium,88,1830,58,479,63,5.0,Moderate,3,Severe,39,17.56,1.49,1.39
2702,29,Male,Boxing,Strength,44,Medium,139,3398,86,167,52,5.2,Moderate,1,Moderate,73,10.07,6.4,8.14
2187,25,Female,Baseball,Endurance,97,Medium,96,2039,94,117,39,8.8,High,7,Minor,51,15.02,9.45,1.89
6434,32,Female,Running,Cardio,84,High,163,1599,182,290,73,4.8,Moderate,5,,0,8.39,5.1,8.32
3486,37,Male,Running,Strength,70,Medium,79,2499,139,446,74,7.8,Moderate,9,,0,7.06,7.15,9.66
5324,26,Female,Basketball,Endurance,113,Low,140,2707,139,177,67,4.5,Low,7,,0,18.4,3.91,9.8
6813,37,Female,Volleyball,Cardio,54,Medium,76,2154,54,341,66,8.0,Moderate,2,Severe,23,12.18,4.2,1.16
1895,37,Female,Volleyball,Endurance,114,High,90,3230,132,191,34,8.9,High,6,Moderate,78,12.88,9.7,5.95
3748,22,Female,Running,Strength,57,Medium,88,3219,130,157,25,9.7,Low,8,,0,5.02,9.63,4.25
983,29,Female,Basketball,Endurance,40,High,113,2930,76,249,60,6.0,High,8,,0,14.8,1.46,6.72
5996,22,Female,Football,Cardio,71,Medium,85,2266,67,463,61,9.8,Moderate,4,Moderate,67,6.94,8.01,6.69
1054,28,Female,Baseball,Endurance,112,Low,70,2132,141,422,95,8.3,High,7,,0,5.09,6.08,9.73
1599,37,Male,Basketball,Endurance,32,Medium,111,2388,114,235,29,8.8,Moderate,3,,0,8.92,4.08,5.37
4657,31,Female,Baseball,Strength,105,High,84,3965,111,146,86,5.7,Moderate,4,Moderate,74,7.54,4.05,4.59
2301,38,Female,Football,Cardio,114,Low,69,3086,154,141,81,9.9,Moderate,9,Minor,32,10.9,8.32,1.91
918,20,Female,Basketball,Cardio,31,Medium,72,2449,58,442,69,4.7,Moderate,2,,0,18.42,2.75,5.08
7078,23,Male,Running,Endurance,111,Low,164,1563,192,334,77,8.8,Moderate,2,,0,18.48,3.77,3.76
7566,26,Male,Running,Endurance,62,Medium,105,3028,142,303,31,6.0,Low,6,,0,16.89,1.56,5.95
5531,26,Male,Volleyball,Cardio,88,High,108,3753,198,424,90,7.5,Low,9,,0,14.98,3.97,3.17
2970,30,Male,Volleyball,Strength,118,Medium,177,2618,58,469,37,7.7,Moderate,7,,0,10.97,8.49,2.27
2347,21,Female,Running,Cardio,36,Medium,132,3722,133,236,33,9.5,High,1,Moderate,16,5.97,9.53,1.19
9361,32,Male,Cricket,Strength,111,Low,144,2136,150,266,61,7.2,High,8,Minor,85,8.18,3.43,4.12
4146,37,Female,Basketball,Cardio,116,Medium,60,1554,98,423,83,8.2,Low,6,,0,12.06,8.85,1.45
2533,34,Male,Baseball,Endurance,32,Low,89,1692,53,140,89,6.6,High,2,,0,5.9,8.04,6.39
5303,27,Male,Basketball,Strength,43,Medium,110,2232,57,340,96,6.0,Moderate,1,Moderate,22,19.63,7.78,6.2
422,19,Female,Wrestling,Cardio,114,High,144,3181,142,230,97,9.0,High,7,Moderate,46,15.56,4.42,1.49
6299,38,Male,Running,Strength,57,Low,126,1739,199,338,58,5.5,Low,4,,0,6.69,1.36,7.81
2998,22,Female,Football,Endurance,102,Medium,86,2435,147,182,68,5.1,Moderate,9,Moderate,68,15.36,3.16,3.72
2376,32,Female,Football,Cardio,56,High,89,1719,53,282,47,7.9,High,9,Minor,20,14.91,8.61,7.02
2861,34,Male,Running,Endurance,30,High,162,3884,77,385,94,8.9,Low,3,,0,13.5,5.57,9.08
4203,30,Male,Wrestling,Endurance,119,Medium,129,3409,176,179,51,7.5,Moderate,5,,0,8.81,2.33,3.01
9621,26,Male,Cricket,Strength,92,High,82,3499,99,128,59,7.0,High,4,,0,17.4,7.89,4.94
4052,37,Male,Football,Endurance,62,Medium,159,2467,131,459,80,4.3,Low,5,,0,18.56,9.13,1.82
7285,36,Female,Running,Strength,111,Low,138,1967,85,432,87,4.4,Low,4,Moderate,15,7.94,7.01,3.52
2914,29,Male,Basketball,Endurance,88,High,121,2756,132,356,63,9.4,Low,5,,0,8.06,8.25,3.91
9255,29,Female,Running,Strength,90,Low,79,3267,105,310,57,5.2,High,6,Minor,83,7.92,4.23,6.95
4743,23,Female,Football,Endurance,86,Medium,140,3061,106,471,67,8.7,Moderate,7,Minor,66,14.31,9.83,4.31
85,23,Female,Basketball,Cardio,106,High,173,1991,176,138,91,7.7,Moderate,5,,0,16.13,6.56,8.82
7773,33,Female,Football,Endurance,59,High,76,3972,94,345,79,9.0,Moderate,7,,0,11.76,1.13,3.11
9429,24,Male,Basketball,Endurance,108,High,92,3469,130,130,64,4.9,High,2,,0,11.0,6.39,1.9
9010,23,Male,Football,Strength,102,High,157,2565,107,211,56,5.7,Low,8,Minor,26,7.19,7.32,3.73
816,20,Male,Running,Endurance,112,Low,113,1938,143,234,21,4.9,High,6,Minor,32,8.92,8.97,2.69
4220,21,Female,Basketball,Cardio,77,High,117,3660,74,286,99,6.9,Low,6,,0,17.77,4.13,9.18
3002,33,Male,Tennis,Endurance,116,High,84,3443,135,252,84,9.1,Moderate,5,Moderate,63,7.45,7.67,5.49
3598,36,Male,Hockey,Endurance,90,Medium,74,1805,184,129,50,5.4,Low,1,Moderate,57,15.47,6.77,6.84
6481,38,Female,Football,Strength,71,High,135,2895,154,150,24,8.6,High,2,Minor,47,6.12,3.21,6.89
7989,30,Male,Tennis,Cardio,100,High,100,1638,131,213,76,5.1,High,3,,0,19.29,9.97,2.38
6983,21,Male,Running,Cardio,94,Medium,148,3242,159,260,44,5.8,Moderate,6,,0,18.63,7.3,9.66
2984,35,Female,Running,Endurance,109,High,90,2426,128,135,31,9.7,High,2,Severe,64,13.63,7.11,4.86
9607,38,Male,Wrestling,Endurance,98,Medium,111,2857,193,313,61,9.0,Moderate,1,Moderate,64,5.11,6.82,3.38
1432,38,Male,Basketball,Cardio,92,Medium,86,3306,125,472,23,9.4,High,3,Severe,71,11.22,2.93,5.97
8052,30,Female,Tennis,Strength,75,Low,174,3776,160,330,83,7.1,High,4,Minor,12,11.09,4.89,1.22
442,25,Female,Hockey,Strength,83,Medium,116,2486,86,204,52,5.4,High,8,Severe,14,18.56,3.86,6.46
8119,25,Female,Running,Endurance,112,Low,154,3734,80,335,46,4.7,Low,6,Moderate,72,5.72,4.73,4.19
8721,28,Male,Boxing,Strength,114,Medium,61,3724,182,289,48,6.2,Low,5,Severe,83,18.69,1.5,9.14
7883,27,Male,Running,Endurance,67,High,94,2937,193,490,33,9.7,Low,1,,0,16.05,4.5,5.68
252,25,Female,Volleyball,Endurance,83,High,84,3162,178,499,59,9.7,Low,7,,0,10.32,1.32,9.24
8765,36,Female,Tennis,Endurance,111,Medium,158,2121,140,288,20,8.4,High,4,,0,7.36,7.25,4.19
9779,25,Female,Running,Endurance,50,High,119,2078,62,255,68,8.5,Low,7,,0,13.63,6.46,3.25
742,27,Female,Football,Strength,109,Medium,85,2539,122,472,67,5.1,High,8,,0,9.57,1.67,5.65
334,18,Male,Basketball,Cardio,67,High,92,1696,171,446,25,8.1,High,4,,0,12.18,5.8,4.29
9278,18,Female,Football,Endurance,50,Medium,160,1881,152,177,73,6.6,High,6,,0,18.51,6.06,1.53
7157,32,Female,Running,Cardio,98,Low,69,3120,66,472,76,5.4,Moderate,6,,0,17.73,4.12,5.89
399,20,Female,Running,Strength,76,Low,162,1645,65,234,41,8.2,Low,6,Moderate,61,9.21,1.78,3.0
5460,19,Female,Boxing,Strength,97,Low,125,3819,91,307,70,9.8,High,4,,0,15.02,5.19,7.16
5884,22,Male,Hockey,Cardio,34,Low,161,1610,51,155,81,9.2,Moderate,1,Moderate,52,8.22,1.7,6.89
4414,38,Male,Basketball,Endurance,62,Low,103,2436,170,199,30,4.1,High,5,,0,11.75,5.18,4.61
1706,37,Female,Football,Strength,100,Low,168,1524,70,111,36,5.9,High,3,Moderate,18,18.53,3.95,5.13
6689,36,Male,Running,Endurance,56,Low,95,2571,140,217,42,4.1,Moderate,9,Moderate,37,6.87,3.87,9.1
7533,37,Male,Baseball,Strength,81,Low,121,1720,122,144,66,7.2,High,8,,0,7.37,6.61,4.06
8884,38,Female,Tennis,Cardio,78,High,72,2412,176,332,46,5.8,Moderate,4,Moderate,50,18.01,9.85,5.95
1854,29,Male,Cricket,Strength,52,High,73,2388,105,135,25,5.6,High,6,,0,12.4,1.5,3.15
818,19,Female,Football,Strength,78,Medium,163,2878,104,134,24,7.7,High,9,Moderate,78,14.44,6.67,9.27
4730,21,Male,Running,Endurance,42,Medium,149,2163,104,217,71,5.6,High,2,,0,19.5,1.68,9.64
3060,35,Female,Basketball,Endurance,39,Low,84,1549,50,155,62,9.0,Moderate,7,Moderate,52,11.57,2.81,4.37
1667,31,Female,Baseball,Endurance,30,High,76,2888,123,357,66,5.0,Moderate,8,Moderate,85,16.82,3.33,5.7
1338,23,Female,Running,Endurance,33,Low,110,3506,94,258,25,7.8,Moderate,8,Minor,17,16.59,3.09,4.08
2418,34,Male,Running,Cardio,81,Medium,168,3199,165,159,60,7.9,Low,7,Moderate,18,14.15,3.16,4.98
424,33,Female,Volleyball,Endurance,68,Low,61,1843,52,109,80,7.4,High,1,Moderate,22,10.32,3.46,8.88
397,31,Female,Running,Endurance,45,Medium,85,2591,60,145,81,7.0,Moderate,8,Moderate,24,5.71,6.87,4.52
8538,28,Male,Boxing,Endurance,102,Medium,132,2222,187,498,93,7.5,Low,8,,0,15.92,3.79,6.43
1857,36,Female,Football,Cardio,106,Medium,116,3791,166,166,28,5.3,Low,8,,0,15.9,1.58,7.56
8361,33,Male,Running,Endurance,118,High,78,1817,75,210,28,8.5,Moderate,7,,0,11.44,5.68,2.44
2560,39,Female,Baseball,Cardio,87,High,102,2058,69,384,36,7.1,High,6,Minor,20,18.07,5.04,5.8
3537,28,Male,Basketball,Cardio,106,Medium,91,2142,138,192,86,5.9,High,3,,0,13.54,8.01,4.33
9354,33,Male,Boxing,Cardio,94,High,143,3780,53,230,74,9.8,High,7,Minor,42,12.26,1.48,6.3
7943,19,Female,Wrestling,Strength,107,Low,88,1890,123,344,50,4.9,Moderate,1,,0,12.7,2.51,8.27
7069,21,Female,Tennis,Strength,63,High,86,2335,186,197,93,8.7,Low,4,,0,18.42,1.92,3.38
7654,30,Female,Wrestling,Cardio,46,High,93,1910,130,176,50,6.3,Low,1,,0,17.43,9.8,2.18
5104,32,Female,Basketball,Strength,86,Low,152,3411,188,324,61,6.9,Low,3,,0,12.2,2.01,6.03
7289,36,Male,Basketball,Strength,108,Low,104,2724,76,377,29,5.3,Low,8,,0,8.65,4.83,2.69
9195,26,Female,Hockey,Endurance,66,Low,156,3892,167,301,86,6.8,Low,8,Minor,11,7.38,1.08,8.21
861,35,Male,Baseball,Endurance,119,High,88,1765,82,202,33,4.0,Moderate,2,,0,6.23,9.0,5.52
2925,35,Female,Tennis,Strength,104,High,139,2567,189,492,49,8.6,Low,6,,0,12.5,9.66,7.47
7018,30,Male,Wrestling,Endurance,38,Low,139,3009,99,374,34,5.8,Moderate,8,,0,12.57,6.27,5.72
3432,22,Female,Football,Endurance,88,High,156,1704,75,246,47,5.2,Moderate,2,Moderate,15,16.83,8.97,4.33
4589,22,Female,Hockey,Cardio,65,Low,130,2792,168,267,83,5.6,High,6,,0,5.89,6.59,3.14
7328,26,Male,Baseball,Strength,60,Medium,119,2440,151,206,42,7.3,High,2,,0,15.29,1.04,2.6
3812,29,Male,Basketball,Strength,54,Low,96,2978,189,135,50,6.7,Moderate,2,,0,15.16,2.74,7.17
4143,30,Male,Running,Strength,64,High,132,2146,162,439,81,4.7,Moderate,7,,0,10.09,5.56,3.15
2619,33,Female,Basketball,Strength,86,High,174,3854,86,472,92,8.0,Moderate,7,Minor,74,13.15,2.36,4.54
7961,39,Female,Basketball,Strength,79,Medium,122,1903,78,282,60,4.6,Moderate,1,,0,14.17,8.04,6.67
3698,25,Male,Football,Strength,114,Medium,110,2923,50,290,80,4.2,Low,6,Minor,77,11.58,1.49,1.37
8294,38,Male,Basketball,Endurance,113,Medium,138,2284,93,357,96,8.9,Moderate,8,,0,14.19,8.49,4.65
275,19,Female,Basketball,Cardio,80,Low,164,2426,146,349,85,7.4,High,6,,0,5.99,2.09,1.93
219,36,Female,Boxing,Strength,113,High,60,2781,75,114,79,5.5,Low,6,Moderate,74,11.44,9.01,2.5
7941,18,Female,Cricket,Strength,58,Medium,118,3867,169,401,76,5.3,Low,6,,0,19.03,6.46,6.28
5439,36,Female,Running,Endurance,48,Medium,168,1534,170,132,82,7.9,Moderate,3,Minor,55,7.26,5.37,5.54
4671,23,Female,Running,Strength,37,High,134,3868,84,130,97,4.4,High,6,,0,18.02,7.44,2.57
5561,32,Female,Football,Endurance,71,Medium,177,2879,99,253,64,7.4,Moderate,9,Moderate,22,14.54,3.45,4.73
5730,22,Female,Boxing,Cardio,77,Low,98,3952,55,209,80,8.2,Low,1,Minor,31,10.06,6.01,1.26
6875,39,Male,Football,Strength,93,High,113,3907,146,321,50,4.7,Low,3,Minor,30,11.78,3.32,8.34
7297,38,Female,Wrestling,Cardio,52,Medium,123,3146,109,248,62,9.0,Low,7,Moderate,34,17.97,5.31,7.06
9819,22,Male,Wrestling,Strength,111,Medium,123,3923,131,364,97,7.2,Low,5,,0,10.49,3.77,8.14
9887,29,Female,Hockey,Strength,105,Medium,175,3956,84,264,42,7.4,High,5,,0,9.24,5.5,5.99
831,24,Male,Hockey,Endurance,38,Low,151,3375,150,128,33,8.9,High,2,Moderate,56,15.99,8.37,9.91
2522,34,Female,Cricket,Endurance,57,Medium,110,2379,143,206,34,4.6,Low,1,,0,11.84,3.71,1.79
337,21,Female,Wrestling,Strength,98,High,131,3135,196,126,70,9.4,Moderate,7,,0,16.94,5.04,3.09
6115,24,Female,Wrestling,Cardio,115,Medium,143,3529,119,133,44,8.6,Moderate,2,,0,12.78,4.19,1.2
7887,26,Female,Basketball,Strength,104,Medium,174,3773,60,298,37,4.7,High,8,Moderate,66,18.19,6.11,8.29
9321,19,Female,Running,Strength,103,Low,127,2691,169,306,70,9.8,Low,7,Minor,45,7.1,6.38,6.73
4010,26,Male,Running,Endurance,109,High,118,2469,102,161,27,7.2,High,2,,0,17.26,7.11,4.14
9115,21,Female,Hockey,Endurance,40,Medium,167,2273,198,483,25,6.4,High,8,Minor,44,12.0,8.95,9.85
3810,19,Female,Basketball,Endurance,35,Medium,112,2951,136,317,94,7.2,Moderate,7,Moderate,41,18.53,7.0,9.05
6714,30,Female,Basketball,Cardio,30,High,151,3811,155,254,95,9.8,Moderate,5,Moderate,57,16.14,5.11,9.02
7752,26,Male,Wrestling,Cardio,53,Low,110,3013,162,461,22,7.3,Moderate,7,Minor,87,17.0,5.35,9.62
5655,32,Male,Running,Endurance,40,High,71,1662,177,249,59,6.7,Moderate,3,Moderate,37,11.24,6.58,3.16
9203,20,Female,Cricket,Endurance,99,Medium,110,2291,66,482,26,6.3,High,4,,0,10.77,1.37,6.47
8893,35,Female,Basketball,Strength,48,Low,91,2820,76,215,61,7.8,High,2,Minor,77,14.63,2.58,2.99
8630,33,Female,Cricket,Endurance,80,High,118,1797,67,310,45,8.6,High,7,,0,16.7,6.48,2.72
9392,36,Female,Basketball,Cardio,45,High,67,1964,167,364,31,7.2,Low,2,,0,7.21,1.1,2.08
9333,26,Female,Running,Endurance,72,Medium,71,3256,173,289,73,6.9,Moderate,8,,0,11.24,5.75,5.55
7384,29,Female,Basketball,Cardio,51,Low,171,2587,192,148,90,4.7,Moderate,1,Minor,85,17.67,9.24,5.61
4098,23,Female,Football,Cardio,52,Low,68,1886,112,371,33,5.7,Low,9,,0,11.79,5.67,4.79
7759,34,Female,Basketball,Strength,87,High,87,1677,68,380,85,6.6,Low,1,Moderate,83,13.37,8.84,2.91
1405,20,Female,Running,Strength,50,Low,76,2842,126,406,20,5.2,Moderate,4,Minor,80,15.04,6.65,4.65
5430,37,Female,Running,Strength,98,Medium,154,3684,88,488,57,7.0,Moderate,2,,0,19.7,2.87,4.79
1539,22,Male,Basketball,Cardio,77,Medium,128,1922,79,103,24,4.3,Low,8,,0,12.2,9.17,9.24
7946,35,Female,Running,Endurance,104,Low,63,3114,193,166,75,8.2,High,9,,0,12.54,5.04,3.76
8628,20,Female,Wrestling,Cardio,50,Low,144,3523,97,185,97,6.7,High,8,Moderate,69,18.43,9.98,7.03
9680,25,Female,Volleyball,Cardio,74,High,138,2445,154,400,52,8.8,Moderate,1,,0,15.84,7.42,8.37
3433,37,Female,Volleyball,Endurance,119,Low,87,2040,114,426,51,5.4,High,2,,0,13.17,8.76,5.65
8828,33,Male,Football,Strength,107,High,119,2259,193,100,97,8.8,Moderate,7,Moderate,82,8.73,9.94,7.21
9028,25,Male,Basketball,Endurance,84,High,119,2354,191,397,52,7.9,Moderate,1,Moderate,76,15.58,8.3,2.6
8832,38,Female,Wrestling,Cardio,73,High,113,2647,129,186,24,7.1,Moderate,9,,0,18.06,1.78,9.55
1264,21,Female,Basketball,Strength,36,Low,144,3661,134,445,62,7.5,High,6,,0,5.6,8.1,4.12
7814,27,Male,Football,Strength,67,Low,128,3421,142,194,93,10.0,High,1,,0,5.28,5.26,7.09
4242,33,Female,Running,Endurance,61,High,144,1842,143,245,95,7.2,Low,5,,0,6.26,1.88,1.33
